VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2020-06-24 01:43:56,2020-06-24 02:05:41,1,.00,1,N,159,50,1,32.2,0,0.5,0,0,0.3,33,0
2,2020-06-29 00:23:04,2020-06-29 00:48:55,2,12.04,1,N,100,89,1,35,0.5,0.5,7.76,0,0.3,46.56,2.5
1,2020-06-12 16:49:50,2020-06-12 16:53:08,1,.80,1,N,48,186,2,4.5,3.5,0.5,0,0,0.3,8.8,2.5
2,2020-06-17 13:11:59,2020-06-17 13:13:38,2,.68,1,N,237,263,1,4,0,0.5,1.46,0,0.3,8.76,2.5
1,2020-06-15 14:25:15,2020-06-15 14:34:52,2,.80,1,N,237,140,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
2,2020-06-14 17:33:53,2020-06-14 17:38:03,1,.73,1,N,68,234,2,5,0,0.5,0,0,0.3,8.3,2.5
1,2020-06-10 12:15:04,2020-06-10 12:17:47,1,.80,1,N,264,238,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-06-17 11:16:42,2020-06-17 11:31:13,1,3.10,1,N,239,68,2,12,2.5,0.5,0,0,0.3,15.3,2.5
1,2020-06-18 15:53:48,2020-06-18 15:59:06,1,.70,1,N,75,74,4,5.5,0,0.5,0,0,0.3,6.3,0
1,2020-06-17 11:46:55,2020-06-17 11:59:04,1,1.90,1,N,142,140,1,10,2.5,0.5,1,0,0.3,14.3,2.5
2,2020-06-09 08:08:44,2020-06-09 08:12:50,1,1.01,1,N,244,116,1,5.5,0,0.5,1.89,0,0.3,8.19,0
2,2020-06-29 21:40:33,2020-06-29 21:44:51,1,1.73,1,N,263,74,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
1,2020-06-17 12:58:03,2020-06-17 13:02:57,2,.60,1,N,75,74,2,5,0,0.5,0,0,0.3,5.8,0
2,2020-06-05 18:52:58,2020-06-05 19:05:18,1,1.87,1,N,238,41,2,10,1,0.5,0,0,0.3,14.3,2.5
1,2020-06-29 14:31:57,2020-06-29 14:37:08,1,1.00,1,N,48,162,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-06-22 09:45:04,2020-06-22 09:48:35,1,.90,1,N,236,75,1,5,2.5,0.5,2.05,0,0.3,10.35,2.5
1,2020-06-28 15:04:16,2020-06-28 15:22:09,1,3.80,1,N,264,264,1,16,0,0.5,3.35,0,0.3,20.15,0
2,2020-06-18 18:53:37,2020-06-18 19:06:05,1,3.42,1,N,186,262,1,12.5,1,0.5,3.36,0,0.3,20.16,2.5
2,2020-06-12 22:29:29,2020-06-12 22:43:59,1,3.36,1,N,239,170,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
2,2020-06-29 12:08:23,2020-06-29 12:16:40,3,1.65,1,N,237,164,1,8,0,0.5,2.82,0,0.3,14.12,2.5
1,2020-06-26 12:17:09,2020-06-26 12:23:15,1,.80,1,N,237,237,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-06-23 09:32:13,2020-06-23 09:44:14,2,1.60,1,N,170,161,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5
2,2020-06-18 09:35:44,2020-06-18 09:45:13,1,1.33,1,N,162,236,1,8,0,0.5,2.83,0,0.3,14.13,2.5
2,2020-06-09 06:21:16,2020-06-09 06:26:44,1,1.71,1,N,229,137,1,7,0,0.5,1,0,0.3,11.3,2.5
,2020-06-17 09:28:38,2020-06-17 09:35:24,,1.30,,,237,236,,7,0,0.5,2.06,0,0.3,12.36,2.5
2,2020-06-30 10:53:29,2020-06-30 10:59:54,1,1.18,1,N,41,166,1,6.5,0,0.5,1.5,0,0.3,8.8,0
1,2020-06-09 19:13:43,2020-06-09 19:21:09,1,1.90,1,N,140,239,1,8,3.5,0.5,2.46,0,0.3,14.76,2.5
1,2020-06-29 17:27:33,2020-06-29 17:31:34,1,.70,1,N,90,249,1,4.5,3.5,0.5,1.75,0,0.3,10.55,2.5
,2020-06-15 01:31:32,2020-06-15 01:44:19,,8.30,,,34,14,,42.2,0,0.5,0,0,0.3,43,0
2,2020-06-23 15:59:11,2020-06-23 16:21:17,1,5.93,1,N,229,87,1,20,1,0.5,4.86,0,0.3,29.16,2.5
1,2020-06-16 07:42:14,2020-06-16 07:52:28,1,5.50,1,N,142,244,1,17,2.5,0.5,5.05,0,0.3,25.35,2.5
1,2020-06-18 14:30:48,2020-06-18 14:51:57,2,4.00,1,N,141,234,1,17.5,2.5,0.5,1,0,0.3,21.8,2.5
,2020-06-18 15:23:00,2020-06-18 15:41:00,,3.54,,,236,68,,19.73,0,0.5,2.75,0,0.3,23.28,0
1,2020-06-12 17:57:16,2020-06-12 18:03:06,1,1.20,1,N,144,4,1,6.5,3.5,0.5,2.7,0,0.3,13.5,2.5
,2020-06-23 13:49:57,2020-06-23 14:31:28,,10.96,,,264,91,,29.19,0,0.5,2.75,6.12,0.3,38.86,0
2,2020-06-10 14:46:43,2020-06-10 14:48:29,1,.39,1,N,262,262,1,3.5,0,0.5,1.7,0,0.3,8.5,2.5
2,2020-06-11 14:48:21,2020-06-11 14:59:29,1,2.24,1,N,233,142,1,10,0,0.5,2,0,0.3,15.3,2.5
,2020-06-02 00:18:13,2020-06-02 00:31:05,,5.76,,,174,126,,16.64,0,0.5,0,0,0.3,17.44,0
2,2020-06-03 15:07:48,2020-06-03 15:15:29,1,3.03,1,N,137,263,1,10,0,0.5,2.66,0,0.3,15.96,2.5
,2020-06-05 16:06:00,2020-06-05 16:41:00,,6.21,,,29,85,,21.92,0,0.5,4.15,0,0.3,26.87,0
2,2020-06-13 22:07:17,2020-06-13 22:21:42,1,4.79,1,N,263,211,1,15.5,0.5,0.5,4.83,0,0.3,24.13,2.5
1,2020-06-09 09:10:49,2020-06-09 09:20:55,1,1.90,1,N,186,229,1,9,2.5,0.5,1.85,0,0.3,14.15,2.5
1,2020-06-07 10:45:31,2020-06-07 10:56:34,2,7.20,1,N,70,80,1,21,0,0.5,4.35,0,0.3,26.15,0
2,2020-06-22 18:16:46,2020-06-22 18:22:38,1,.85,1,N,107,79,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2020-06-27 15:03:37,2020-06-27 15:19:14,6,3.75,1,N,239,164,1,14.5,0,0.5,3,0,0.3,20.8,2.5
,2020-06-22 12:30:56,2020-06-22 12:42:04,,2.66,,,125,68,,11.98,0,0,2,0,0.3,16.78,2.5
1,2020-06-18 18:48:10,2020-06-18 18:58:19,1,2.40,1,N,236,42,1,10,3.5,0.5,3.55,0,0.3,17.85,2.5
1,2020-06-23 19:25:12,2020-06-23 19:25:17,1,.00,1,N,265,265,2,2.5,1,0.5,0,0,0.3,4.3,0
2,2020-06-03 17:08:17,2020-06-03 17:14:12,1,1.12,1,N,143,48,1,6.5,1,0.5,2.5,0,0.3,13.3,2.5
2,2020-06-29 15:58:59,2020-06-29 16:05:13,1,1.46,1,N,238,166,2,7,1,0.5,0,0,0.3,8.8,0
2,2020-06-19 18:31:48,2020-06-19 18:50:14,1,4.36,1,N,48,41,1,16,1,0.5,3,0,0.3,23.3,2.5
2,2020-06-05 15:50:22,2020-06-05 15:56:06,1,1.09,1,N,142,239,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
,2020-06-17 16:37:00,2020-06-17 17:00:00,,9.76,,,76,210,,42.95,0,0.5,2.75,0,0.3,46.5,0
2,2020-06-28 11:28:12,2020-06-28 11:40:16,4,3.90,1,N,158,239,1,13.5,0,0.5,3,0,0.3,19.8,2.5
2,2020-06-19 08:23:43,2020-06-19 08:32:15,1,1.32,1,N,161,163,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-06-29 10:41:11,2020-06-29 11:21:57,1,4.63,1,N,249,263,1,25.5,0,0.5,0,0,0.3,28.8,2.5
2,2020-06-29 14:52:32,2020-06-29 14:59:24,2,1.43,1,N,170,237,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-06-20 14:41:30,2020-06-20 14:54:10,1,2.89,1,N,263,137,1,12,0,0.5,3.06,0,0.3,18.36,2.5
1,2020-06-01 08:55:18,2020-06-01 09:02:08,1,2.30,1,N,224,140,1,8.5,2.5,0.5,2.12,0,0.3,13.92,2.5
2,2020-06-21 11:42:56,2020-06-21 11:54:34,1,4.01,1,N,138,7,1,14,0,0.5,2.96,0,0.3,17.76,0
2,2020-06-12 16:05:02,2020-06-12 16:17:48,1,3.44,1,N,90,143,1,12.5,1,0.5,3.36,0,0.3,20.16,2.5
2,2020-06-27 14:21:08,2020-06-27 14:27:47,1,2.65,1,N,161,75,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5
2,2020-06-29 10:37:41,2020-06-29 11:17:31,1,11.51,1,N,68,188,1,36.5,0,0.5,9.18,6.12,0.3,55.1,2.5
2,2020-06-19 14:37:58,2020-06-19 14:42:04,1,.93,1,N,162,141,1,5,0,0.5,1.66,0,0.3,9.96,2.5
1,2020-06-25 08:53:50,2020-06-25 09:01:21,0,1.30,1,N,41,75,2,7,0,0.5,0,0,0.3,7.8,0
2,2020-06-09 20:18:02,2020-06-09 20:32:33,6,3.63,1,N,236,42,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,2020-06-05 17:45:37,2020-06-05 17:56:01,1,2.45,1,N,151,74,1,10,1,0.5,2.95,0,0.3,14.75,0
1,2020-06-23 19:13:32,2020-06-23 19:16:45,1,.90,1,N,137,224,1,5,3.5,0.5,1.85,0,0.3,11.15,2.5
2,2020-06-30 10:31:12,2020-06-30 10:41:39,1,2.02,1,N,164,158,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,2020-06-13 11:21:04,2020-06-13 11:27:45,1,.53,1,N,237,237,2,4.5,0,0.5,0,0,0.3,7.8,2.5
1,2020-06-21 13:03:26,2020-06-21 13:20:22,1,3.60,1,N,49,228,1,14.5,0,0.5,3,0,0.3,18.3,0
1,2020-06-20 13:27:55,2020-06-20 13:32:07,2,.80,1,N,107,137,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
2,2020-06-08 14:50:30,2020-06-08 15:03:01,1,2.25,1,N,239,162,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5
1,2020-06-30 15:40:31,2020-06-30 15:44:50,1,.80,1,N,143,239,1,5.5,2.5,0.5,0.01,0,0.3,8.81,2.5
2,2020-06-27 13:12:51,2020-06-27 13:26:02,2,3.52,1,N,43,170,1,13,0,0.5,3.26,0,0.3,19.56,2.5
1,2020-06-20 17:48:42,2020-06-20 17:53:25,1,.90,1,N,141,237,1,5.5,2.5,0.5,2.2,0,0.3,11,2.5
1,2020-06-23 19:09:43,2020-06-23 19:18:16,2,2.40,1,N,79,162,1,9.5,3.5,0.5,1,0,0.3,14.8,2.5
,2020-06-19 22:28:00,2020-06-19 22:34:00,,.90,,,24,41,,7,0,0.5,1.6,0,0.3,9.4,0
1,2020-06-16 14:24:18,2020-06-16 14:28:22,1,1.20,1,N,236,43,1,5.5,2.5,0.5,1.25,0,0.3,10.05,2.5
1,2020-06-26 09:12:13,2020-06-26 09:29:04,1,3.50,1,N,151,161,2,14.5,2.5,0,0,0,0.3,17.3,2.5
2,2020-06-04 12:24:51,2020-06-04 12:38:45,2,2.80,1,N,238,140,1,12,0,0.5,1,0,0.3,16.3,2.5
1,2020-06-26 10:02:52,2020-06-26 10:08:44,1,.70,1,N,237,236,1,5.5,2.5,0.5,0.5,0,0.3,9.3,2.5
2,2020-06-04 15:51:43,2020-06-04 15:57:08,1,.97,1,N,75,75,2,6,0,0.5,0,0,0.3,6.8,0
1,2020-06-08 10:01:53,2020-06-08 10:15:00,1,5.20,1,N,239,244,1,17.5,2.5,0.5,3.2,0,0.3,24,2.5
2,2020-06-27 22:20:19,2020-06-27 22:28:56,1,2.72,1,N,263,170,1,10,0.5,0.5,3.45,0,0.3,17.25,2.5
1,2020-06-24 14:36:56,2020-06-24 14:39:05,1,.60,1,N,142,142,2,4,2.5,0.5,0,0,0.3,7.3,2.5
2,2020-06-03 14:24:03,2020-06-04 13:40:54,1,6.36,1,N,137,42,2,19,1,0.5,0,0,0.3,23.3,2.5
2,2020-06-29 12:24:44,2020-06-29 12:41:04,1,2.24,1,N,237,48,1,12.5,0,0.5,3.16,0,0.3,18.96,2.5
,2020-06-15 13:32:00,2020-06-15 13:54:00,,7.23,,,68,74,,32.45,0,0.5,2.75,0,0.3,36,0
1,2020-06-01 11:49:36,2020-06-01 12:03:05,1,2.50,1,N,141,48,1,11,2.5,0.5,2,0,0.3,16.3,2.5
1,2020-06-28 12:02:22,2020-06-28 12:07:27,1,.90,1,N,113,4,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-06-23 09:50:16,2020-06-23 09:58:28,1,1.20,1,N,234,249,1,7.5,2.5,0.5,2.7,0,0.3,13.5,2.5
1,2020-06-10 13:08:32,2020-06-10 13:15:34,1,.90,1,N,161,48,1,6,2.5,0.5,2.75,0,0.3,12.05,2.5
1,2020-06-11 09:55:16,2020-06-11 10:10:00,1,4.50,1,N,261,50,1,16,2.5,0.5,3,0,0.3,22.3,2.5
1,2020-06-15 19:08:32,2020-06-15 19:18:23,1,1.70,1,N,162,50,1,8.5,3.5,0.5,1,0,0.3,13.8,2.5
2,2020-06-18 11:58:53,2020-06-18 12:34:39,1,18.04,2,N,162,132,1,52,0,0.5,10,6.12,0.3,71.42,2.5
,2020-06-18 16:47:41,2020-06-18 16:56:40,,1.90,,,162,263,,8.5,1,0.5,1.92,0,0.3,14.72,2.5
1,2020-06-01 09:32:25,2020-06-01 09:51:40,1,6.10,1,N,141,211,1,21,2.5,0.5,4.86,0,0.3,29.16,2.5
1,2020-06-10 07:29:31,2020-06-10 07:39:20,1,2.10,1,N,68,162,1,9.5,2.5,0.5,2.56,0,0.3,15.36,2.5
1,2020-06-11 21:24:59,2020-06-11 21:32:40,1,2.60,1,N,211,161,1,9.5,3,0.5,3.3,0,0.3,16.6,2.5
2,2020-06-30 20:08:18,2020-06-30 20:16:11,2,.47,1,N,236,263,1,5,0.5,0.5,20,0,0.3,28.8,2.5
2,2020-06-08 15:23:03,2020-06-08 15:35:05,1,4.57,1,N,132,10,2,15,0,0.5,0,0,0.3,15.8,0
2,2020-06-30 11:31:44,2020-06-30 11:39:12,1,.66,1,N,141,140,2,6,0,0.5,0,0,0.3,9.3,2.5
1,2020-06-01 18:40:08,2020-06-01 18:46:47,2,1.40,1,N,229,164,1,7,3.5,0.5,2,0,0.3,13.3,2.5
1,2020-06-16 11:50:38,2020-06-16 12:06:52,1,5.60,1,N,158,151,1,18.5,2.5,0.5,5.45,0,0.3,27.25,2.5
2,2020-06-03 07:25:02,2020-06-03 07:26:45,1,.38,1,N,236,236,1,3.5,0,0.5,1.36,0,0.3,8.16,2.5
2,2020-06-23 18:55:09,2020-06-23 19:05:30,1,1.41,1,N,41,42,2,6.5,1,0.5,0,0,0.3,8.3,0
2,2020-06-07 16:17:01,2020-06-07 16:18:03,2,.23,1,N,137,107,2,3,0,0.5,0,0,0.3,6.3,2.5
,2020-06-20 09:26:00,2020-06-20 09:54:00,,12.74,,,229,89,,35.06,0,0.5,2.75,6.12,0.3,44.73,0
1,2020-06-10 08:58:34,2020-06-10 09:04:17,1,1.00,1,N,142,239,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,2020-06-16 11:56:51,2020-06-16 12:01:57,1,.80,1,N,231,211,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-06-09 15:02:24,2020-06-09 15:12:29,1,2.30,1,N,141,239,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,2020-06-26 15:18:49,2020-06-26 15:34:12,1,1.90,1,N,237,239,1,11.5,2.5,0.5,2,0,0.3,16.8,2.5
1,2020-06-22 12:58:15,2020-06-22 13:39:25,1,.00,1,N,107,49,1,20.2,0,0.5,0,0,0.3,21,0
2,2020-06-02 17:01:23,2020-06-02 17:27:35,1,5.57,1,N,236,260,1,21.5,1,0.5,3.55,0,0.3,29.35,2.5
2,2020-06-16 12:34:20,2020-06-16 12:44:12,2,2.51,1,N,264,75,1,11,0,0.5,2.86,0,0.3,17.16,2.5
2,2020-06-23 19:26:05,2020-06-23 19:32:33,5,2.44,1,N,229,263,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5
1,2020-06-16 07:32:14,2020-06-16 07:54:29,1,5.90,1,N,41,233,1,20.5,2.5,0.5,2,0,0.3,25.8,2.5
,2020-06-09 14:10:00,2020-06-09 14:40:00,,11.39,,,224,85,,23.58,0,0.5,2.75,0,0.3,27.13,0
1,2020-06-04 10:06:22,2020-06-04 10:09:34,0,.70,1,N,100,161,1,4.5,2.5,0.5,1,0,0.3,8.8,2.5
,2020-06-07 00:10:00,2020-06-07 00:34:00,,9.96,,,37,165,,27.01,0,0.5,0,0,0.3,27.81,0
2,2020-06-24 10:53:02,2020-06-24 11:02:51,2,1.69,1,N,140,236,1,8.5,0,0.5,3.54,0,0.3,15.34,2.5
2,2020-06-20 23:10:35,2020-06-20 23:16:05,1,1.13,1,N,233,164,1,6,0.5,0.5,1,0,0.3,10.8,2.5
2,2020-06-16 14:49:54,2020-06-16 14:50:29,2,.07,1,N,68,68,3,-2.5,0,-0.5,0,0,-0.3,-5.8,-2.5
1,2020-06-20 16:21:18,2020-06-20 16:24:42,1,.90,1,N,236,75,2,5,2.5,0.5,0,0,0.3,8.3,2.5
,2020-06-15 08:18:00,2020-06-15 08:30:00,,2.05,,,210,178,,17.65,0,0.5,2.75,0,0.3,21.2,0
2,2020-06-19 10:53:46,2020-06-19 11:03:40,2,1.52,1,N,166,41,1,8.5,0,0.5,2.79,0,0.3,12.09,0
2,2020-06-22 16:43:18,2020-06-22 16:49:10,1,1.33,1,N,234,249,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5
1,2020-06-09 18:14:07,2020-06-09 18:31:31,1,4.80,1,N,237,116,1,16.5,3.5,0.5,6.2,0,0.3,27,2.5
2,2020-06-11 15:27:58,2020-06-11 15:37:29,1,1.21,1,N,141,262,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-06-28 17:35:16,2020-06-28 17:44:21,1,1.92,1,N,140,170,1,9,0,0.5,3,0,0.3,15.3,2.5
1,2020-06-30 18:44:05,2020-06-30 18:58:38,1,3.90,1,N,79,140,2,15.5,3.5,0.5,0,0,0.3,19.8,2.5
2,2020-06-15 08:34:11,2020-06-15 08:36:34,1,.73,1,N,151,166,1,4.5,0,0.5,1.06,0,0.3,6.36,0
2,2020-06-14 14:56:27,2020-06-14 15:17:47,6,2.80,1,N,238,74,1,15.5,0,0.5,3.26,0,0.3,19.56,0
1,2020-06-18 12:31:00,2020-06-18 12:38:31,1,1.20,1,N,43,75,2,7.5,0,0.5,0,0,0.3,8.3,0
2,2020-06-29 09:43:48,2020-06-29 09:45:53,1,.33,1,N,234,186,2,3.5,0,0.5,0,0,0.3,6.8,2.5
2,2020-06-28 11:54:39,2020-06-28 11:59:14,1,1.26,1,N,141,229,1,6,0,0.5,1,0,0.3,10.3,2.5
1,2020-06-04 18:49:28,2020-06-04 18:56:11,1,1.60,1,N,164,113,1,7.5,3.5,0.5,2.95,0,0.3,14.75,2.5
2,2020-06-26 18:14:32,2020-06-26 18:51:11,4,9.38,1,N,142,243,1,30.5,1,0.5,6.96,0,0.3,41.76,2.5
2,2020-06-29 00:10:06,2020-06-29 00:38:46,1,21.90,1,N,132,136,1,58,0.5,0.5,13.08,6.12,0.3,78.5,0
2,2020-06-05 10:36:48,2020-06-05 10:44:21,1,3.16,1,N,140,107,2,11,0,0.5,0,0,0.3,14.3,2.5
2,2020-06-23 08:51:02,2020-06-23 09:02:35,1,3.60,1,N,262,107,1,13.5,0,0.5,2.52,0,0.3,19.32,2.5
1,2020-06-28 09:14:24,2020-06-28 09:21:39,0,3.00,1,N,79,140,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
,2020-06-25 14:25:00,2020-06-25 14:54:00,,4.98,,,47,220,,28.95,0,0.5,2.75,0,0.3,32.5,0
2,2020-06-05 15:17:26,2020-06-05 15:19:50,1,.65,1,N,75,263,1,4,0,0.5,2.19,0,0.3,9.49,2.5
1,2020-06-10 06:19:49,2020-06-10 06:24:57,1,1.00,1,N,263,140,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
2,2020-06-05 13:58:29,2020-06-05 14:13:47,3,3.25,1,N,238,229,2,13.5,0,0.5,0,0,0.3,16.8,2.5
2,2020-06-13 14:01:07,2020-06-13 14:07:09,2,2.03,1,N,141,137,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,2020-06-08 20:22:30,2020-06-08 20:25:57,1,.84,1,N,140,263,1,5,0.5,0.5,2.64,0,0.3,11.44,2.5
1,2020-06-01 15:42:16,2020-06-01 15:46:38,1,.70,1,N,162,229,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
1,2020-06-17 03:20:27,2020-06-17 03:58:30,1,.00,1,N,63,50,1,34.2,0,0.5,0,0,0.3,35,0
1,2020-06-06 08:16:39,2020-06-06 08:29:42,1,4.90,1,N,151,186,1,16.5,2.5,0.5,3.95,0,0.3,23.75,2.5
1,2020-06-10 16:57:46,2020-06-10 17:11:19,1,3.70,1,N,263,107,1,13.5,3.5,0.5,4.45,0,0.3,22.25,2.5
1,2020-06-21 12:39:36,2020-06-21 13:12:53,1,8.90,1,N,170,243,2,30.5,2.5,0.5,0,0,0.3,33.8,2.5
,2020-06-14 13:41:00,2020-06-14 13:51:00,,1.75,,,151,142,,10.26,0,0.5,2.96,0,0.3,16.52,2.5
1,2020-06-13 15:03:12,2020-06-13 15:18:28,1,3.80,1,N,166,237,1,14.5,2.5,0.5,5.3,0,0.3,23.1,2.5
1,2020-06-02 07:50:12,2020-06-02 07:57:36,1,1.70,1,N,141,163,2,8,2.5,0.5,0,0,0.3,11.3,2.5
2,2020-06-16 00:32:08,2020-06-16 00:40:07,4,2.09,1,N,263,237,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
,2020-06-08 04:02:00,2020-06-08 04:21:00,,11.58,,,62,93,,35.53,0,0.5,0,0,0.3,36.33,0
2,2020-06-27 16:55:04,2020-06-27 17:15:58,1,5.45,1,N,186,7,1,19,0,0.5,4.46,0,0.3,26.76,2.5
2,2020-06-04 09:50:39,2020-06-04 10:09:48,2,4.24,1,N,43,234,1,16.5,0,0.5,4.95,0,0.3,24.75,2.5
,2020-06-21 18:31:00,2020-06-21 18:48:00,,8.84,,,129,244,,22.3,0,0.5,6.5,6.12,0.3,35.72,0
2,2020-06-10 20:38:02,2020-06-10 20:40:38,1,.80,1,N,211,113,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2020-06-12 10:57:31,2020-06-12 11:02:44,1,1.29,1,N,229,236,1,6,0,0.5,1.7,0,0.3,11,2.5
2,2020-06-18 10:47:58,2020-06-18 10:54:43,6,1.00,1,N,141,141,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-06-12 13:31:04,2020-06-12 13:34:45,1,.62,1,N,140,140,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
2,2020-06-15 12:27:41,2020-06-15 12:33:28,2,.82,1,N,42,41,2,6,0,0.5,0,0,0.3,6.8,0
2,2020-06-27 11:42:53,2020-06-27 11:49:32,1,.93,1,N,264,264,1,6.5,0,0.5,1.46,0,0.3,8.76,0
2,2020-06-24 21:06:02,2020-06-24 21:18:57,1,6.13,1,N,216,38,1,19,0.5,0.5,4.06,0,0.3,24.36,0
1,2020-06-24 17:07:12,2020-06-24 17:10:08,1,.70,1,N,141,262,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
2,2020-06-12 17:34:56,2020-06-12 17:49:33,1,2.12,1,N,263,238,1,11.5,1,0.5,2,0,0.3,17.8,2.5
2,2020-06-07 16:57:28,2020-06-07 17:07:31,1,1.82,1,N,170,140,2,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-06-29 19:20:28,2020-06-29 19:29:00,1,2.90,1,N,161,79,2,10,1,0.5,0,0,0.3,14.3,2.5
2,2020-06-10 14:03:30,2020-06-10 14:13:17,1,1.15,1,N,75,74,2,6,0,0.5,0,0,0.3,6.8,0
1,2020-06-06 19:50:53,2020-06-06 19:59:51,0,1.60,1,N,232,249,1,8.5,2.5,0.5,3,0,0.3,14.8,2.5
2,2020-06-25 13:38:24,2020-06-25 13:43:09,1,.94,1,N,163,43,2,5.5,0,0.5,0,0,0.3,8.8,2.5
1,2020-06-16 13:26:48,2020-06-16 13:39:33,3,1.70,1,N,142,140,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
2,2020-06-30 19:31:02,2020-06-30 19:41:57,2,2.92,1,N,239,152,2,11,1,0.5,0,0,0.3,15.3,2.5
,2020-06-19 16:07:00,2020-06-19 16:21:00,,2.82,,,249,50,,13.13,0,0.5,0,0,0.3,16.43,2.5
1,2020-06-08 18:29:38,2020-06-08 18:38:57,1,2.00,1,N,141,43,1,9.5,3.5,0.5,2.75,0,0.3,16.55,2.5
,2020-06-19 14:35:00,2020-06-19 15:34:00,,8.11,,,97,91,,32.45,0,0.5,2.75,0,0.3,36,0
2,2020-06-25 12:07:16,2020-06-25 12:33:46,1,3.95,1,N,166,140,1,19.5,0,0.5,4.56,0,0.3,27.36,2.5
2,2020-06-16 10:19:36,2020-06-16 10:30:10,1,1.48,1,N,75,74,2,8.5,0,0.5,0,0,0.3,9.3,0
1,2020-06-17 10:38:27,2020-06-17 11:12:18,1,14.30,1,N,132,70,1,41.5,0,0.5,0,0,0.3,42.3,0
1,2020-06-23 13:06:52,2020-06-23 13:12:10,1,.50,1,N,236,141,1,5.5,2.5,0.5,5,0,0.3,13.8,2.5
2,2020-06-06 23:11:30,2020-06-06 23:20:01,1,1.55,1,N,189,97,1,7.5,0.5,0.5,1.76,0,0.3,10.56,0
1,2020-06-16 17:47:23,2020-06-16 17:55:05,1,1.80,1,N,161,237,1,8,3.5,0.5,2.45,0,0.3,14.75,2.5
2,2020-06-19 12:42:49,2020-06-19 12:46:35,2,.49,1,N,41,41,2,4,0,0.5,0,0,0.3,4.8,0
1,2020-06-19 13:11:25,2020-06-19 13:19:28,1,2.60,1,N,50,238,2,9.5,2.5,0.5,0,0,0.3,12.8,2.5
1,2020-06-18 13:21:25,2020-06-18 13:27:45,1,1.20,1,N,107,161,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
2,2020-06-28 14:31:46,2020-06-28 14:39:49,1,2.37,1,N,233,144,1,9,0,0.5,1.72,0,0.3,14.02,2.5
1,2020-06-23 17:45:00,2020-06-23 17:50:29,1,.80,1,N,90,234,1,5.5,3.5,0.5,0.98,0,0.3,10.78,2.5
1,2020-06-27 15:33:40,2020-06-27 15:37:22,1,.60,1,N,229,237,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5
,2020-06-11 21:59:52,2020-06-11 22:16:53,,3.89,,,137,143,,17.44,0,0.5,1.88,0,0.3,22.62,2.5
2,2020-06-20 20:21:02,2020-06-20 20:25:32,2,1.34,1,N,90,48,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,2020-06-12 18:29:24,2020-06-12 18:35:40,1,1.32,1,N,246,164,1,6.5,1,0.5,2.5,0,0.3,13.3,2.5
2,2020-06-13 09:32:10,2020-06-13 09:36:45,3,.83,1,N,142,143,2,5.5,0,0.5,0,0,0.3,8.8,2.5
1,2020-06-25 17:51:32,2020-06-25 18:17:55,1,3.60,1,N,113,33,1,17.5,3.5,0.5,5.45,0,0.3,27.25,2.5
